event,division,season,id
USA Ultimate National Championships,Club,2014,0
North Central Mens Regionals,Club,2014,1
Southwest Men's Regionals,Club,2014,2
Great Lakes Men's Regionals,Club,2014,3
Northwest Mens Regionals,Club,2014,4
Northeast Mens Regionals,Club,2014,5
Southeast Men's Regionals,Club,2014,6
South Central Club Regionals,Club,2014,7
Mid-Atlantic Men's Regionals,Club,2014,8
North Central Mixed Regionals,Club,2014,9
Southwest Mixed Regionals,Club,2014,10
Great Lakes Mixed Regionals,Club,2014,11
Northwest Mixed Regionals,Club,2014,12
Northeast Mixed Regionals,Club,2014,13
Southeast Mixed Regionals,Club,2014,14
Mid-Atlantic Mixed Regionals,Club,2014,15
North Central Womens Regionals,Club,2014,16
Southwest Women's Regionals,Club,2014,17
Great Lakes Women's Regionals,Club,2014,18
Northwest Women's Regionals,Club,2014,19
Northeast Womens Regionals,Club,2014,20
Southeast Women's Regionals,Club,2014,21
Mid-Atlantic Women's Regionals,Club,2014,22
Central Plains Mens Sectionals,Club,2014,23
East Plains Mens Sectionals,Club,2014,24
Capital Mens Sectionals,Club,2014,25
Founders Mens Sectionals,Club,2014,26
Northwest Plains Men Sectionals,Club,2014,27
West Plains Mens Sectionals,Club,2014,28
East New England Mens Sectionals,Club,2014,29
Metro New York Mens Sectionals,Club,2014,30
Upstate New York Mens Sectionals,Club,2014,31
West New England Mens Sectionals,Club,2014,32
Big Sky Mens Sectionals,Club,2014,33
Oregon Mens Sectionals,Club,2014,34
Washington Mens Sectionals,Club,2014,35
Ozarks Club Sectionals (Men),Club,2014,36
Rocky Mountain Club Sectionals,Club,2014,37
Texas Club Sectionals,Club,2014,38
East Coast Mens Sectionals,Club,2014,39
Florida Mens Sectionals,Club,2014,40
Gulf Coast Mens Sectionals,Club,2014,41
North Carolina Mens Sectionals,Club,2014,42
Nor Cal Mens Sectionals,Club,2014,43
So Cal Mens Sectionals,Club,2014,44
Central Plains Mixed Sectionals,Club,2014,45
East Plains Mixed Sectionals,Club,2014,46
Capital Mixed Sectionals,Club,2014,47
Founders Mixed Sectionals,Club,2014,48
Northwest Plains Mixed Sectionals,Club,2014,49
West Plains Mixed Sectionals,Club,2014,50
East New England Mixed Sectionals,Club,2014,51
Metro New York Mixed Sectionals,Club,2014,52
Upstate New York Mixed Sectionals,Club,2014,53
West New England Mixed Sectionals,Club,2014,54
Big Sky Mixed Sectionals,Club,2014,55
Oregon Mixed Sectionals,Club,2014,56
Washington Mixed Sectionals,Club,2014,57
"Ozarks Club Sectionals (Mixed, Women)",Club,2014,58
East Coast Mixed Sectionals,Club,2014,59
Florida Mixed Sectionals,Club,2014,60
Gulf Coast Mixed Sectionals,Club,2014,61
North Carolina Mixed Sectionals,Club,2014,62
Nor Cal Mixed Sectionals,Club,2014,63
So Cal Mixed Sectionals,Club,2014,64
Central Plains Womens Sectionals,Club,2014,65
East Plains Womens Sectionals,Club,2014,66
Capital Womens Sectionals,Club,2014,67
Founders Womens Sectionals,Club,2014,68
Northwest Plains Womens Sectionals,Club,2014,69
West Plains Womens Sectionals,Club,2014,70
East New England Womens Sectionals,Club,2014,71
Metro New York Womens Sectionals,Club,2014,72
Upstate New York Womens Sectionals,Club,2014,73
West New England Womens Sectionals,Club,2014,74
Big Sky Womens Sectionals,Club,2014,75
Oregon Womens Sectionals,Club,2014,76
Washington Womens Sectionals,Club,2014,77
East Coast Womens Sectionals,Club,2014,78
Florida Womens Sectionals,Club,2014,79
Nor Cal Womens Sectionals,Club,2014,80
So Cal Womens Sectionals,Club,2014,81
US Open Ultimate Championships,Club,2014,82
Chesapeake Invite (TCT Pro-Elite Challenge),Club,2014,83
Colorado Cup (TCT Elite-Select Challenge),Club,2014,84
Emerald City Classic (TCT Pro Finale),Club,2014,85
ATL Classic,Club,2014,86
Huckfest,Club,2014,87
San Diego Slammer,Club,2014,88
Kentucky Flying Circus Presents: The Three Ring Rally,Club,2014,89
Cooler Classic,Club,2014,90
Ski Town Classic,Club,2014,91
NY Mixed Invite (TCT Pro-Elite Challenge),Club,2014,92
Fort Collins Summer Solstice,Club,2014,93
St. Louis Heat Wave,Club,2014,94
Philly Invite 2014,Club,2014,95
HoDown XVIII,Club,2014,96
Chowdafest,Club,2014,97
SD Slammer Women's Division,Club,2014,98
USA Ultimate National Championships,Club,2015,99
Great Lakes Men's Regionals,Club,2015,100
Mid-Atlantic Men's Regionals,Club,2015,101
North Central Men's Regionals,Club,2015,102
Northeast Men's Regionals,Club,2015,103
Northwest Men's Regionals,Club,2015,104
South Central Men's Regionals,Club,2015,105
Southeast Men's Regionals,Club,2015,106
Southwest Men's Regionals,Club,2015,107
Great Lakes Mixed Regionals,Club,2015,108
Mid-Atlantic Mixed Regionals,Club,2015,109
North Central Mixed Regionals,Club,2015,110
Northeast Mixed Regionals,Club,2015,111
Northwest Mixed Regionals,Club,2015,112
South Central Mixed Regionals,Club,2015,113
Southeast Mixed Regionals,Club,2015,114
Southwest Mixed Regionals,Club,2015,115
Great Lakes Women's Regionals,Club,2015,116
Mid-Atlantic Women's Regionals,Club,2015,117
North Central Women's Regionals,Club,2015,118
Northeast Women's Regionals,Club,2015,119
Northwest Women's Regionals,Club,2015,120
South Central Women's Regionals,Club,2015,121
Southeast Women's Regionals,Club,2015,122
Southwest Women's Regionals,Club,2015,123
Central Plains Men's Sectionals,Club,2015,124
East Plains Men's Sectionals,Club,2015,125
Capital Men's Sectionals,Club,2015,126
Founders Men's Sectionals,Club,2015,127
Northwest Plains Men's Sectionals,Club,2015,128
West Plains Men's Sectionals,Club,2015,129
East New England Men's Sectionals,Club,2015,130
Metro New York Men's Sectionals,Club,2015,131
Upstate New York Men's Sectionals,Club,2015,132
West New England Men's Sectionals,Club,2015,133
Big Sky Men's Sectionals,Club,2015,134
Oregon Men's Sectionals,Club,2015,135
Washington Men's Sectionals,Club,2015,136
Ozarks Men's Sectionals,Club,2015,137
Rocky Mountain Men's Sectionals,Club,2015,138
Texas Men's Sectionals,Club,2015,139
East Coast Men's Sectionals,Club,2015,140
Florida Men's Sectionals,Club,2015,141
Gulf Coast Men's Sectionals,Club,2015,142
North Carolina Men's Sectionals,Club,2015,143
Nor Cal Men's Sectionals,Club,2015,144
So Cal Men's Sectionals,Club,2015,145
Central Plains Mixed Sectionals,Club,2015,146
East Plains Mixed Sectionals,Club,2015,147
Capital Mixed Sectionals,Club,2015,148
Founders Mixed Sectionals,Club,2015,149
Northwest Plains Mixed Sectionals,Club,2015,150
West Plains Mixed Sectionals,Club,2015,151
East New England Mixed Sectionals,Club,2015,152
Metro New York Mixed Sectionals,Club,2015,153
Upstate New York Mixed Sectionals,Club,2015,154
West New England Mixed Sectionals,Club,2015,155
Big Sky Mixed Sectionals,Club,2015,156
Oregon Mixed Sectionals,Club,2015,157
Washington Mixed Sectionals,Club,2015,158
Ozarks Mixed Sectionals,Club,2015,159
Rocky Mountain Mixed Sectionals,Club,2015,160
Texas Mixed Sectionals,Club,2015,161
East Coast Mixed Sectionals,Club,2015,162
Florida Mixed Sectionals,Club,2015,163
Gulf Coast Mixed Sectionals,Club,2015,164
North Carolina Mixed Sectionals,Club,2015,165
Nor Cal Mixed Sectionals,Club,2015,166
So Cal Mixed Sectionals,Club,2015,167
Central Plains Women's Sectionals,Club,2015,168
East Plains Women's Sectionals,Club,2015,169
Capital Women's Sectionals,Club,2015,170
Founders Women's Sectionals,Club,2015,171
Northwest Plains Women's Sectionals,Club,2015,172
West Plains Women's Sectionals,Club,2015,173
East New England Women's Sectionals,Club,2015,174
Metro New York Women's Sectionals,Club,2015,175
Upstate New York Women's Sectionals,Club,2015,176
West New England Women's Sectionals,Club,2015,177
Oregon Women's Sectionals,Club,2015,178
Washington Women's Sectionals,Club,2015,179
Rocky Mountain Women's Sectionals,Club,2015,180
Texas Women's Sectionals,Club,2015,181
East Coast Women's Sectionals,Club,2015,182
Florida Women's Sectionals,Club,2015,183
Gulf Coast Women's Sectionals,Club,2015,184
North Carolina Women's Sectionals,Club,2015,185
Nor Cal Women's Sectionals,Club,2015,186
So Cal Women's Sectionals,Club,2015,187
US Open Ultimate Championships 2015,Club,2015,188
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club,2015,189
TCT Pro-Elite Challenge 2015 (Colorado Cup),Club,2015,190
TCT Select Flight Invite 2015 (Diamond Bear Brouhaha),Club,2015,191
TCT Pro Flight Finale 2015,Club,2015,192
Cal States 2015,Club,2015,193
2015 Fort Collins Solstice Ultimate Tournament,Club,2015,194
Eugene Summer Solstice #37,Club,2015,195
ATL Classic 2015,Club,2015,196
Boston Invite 2015,Club,2015,197
Space City Classic 2015,Club,2015,198
Texas 2 Finger 2015,Club,2015,199
San Diego Slammer 2015,Club,2015,200
Swan Boat 2015,Club,2015,201
Huckfest 2015,Club,2015,202
Bruise Cruise Classic 2015,Club,2015,203
PNW Hootenanny 2015,Club,2015,204
PB&J 2015,Club,2015,205
Stonewalled 2015,Club,2015,206
Three Ring Rally 2015,Club,2015,207
2015 Club Terminus,Club,2015,208
CBR Memorial Tournament 2015,Club,2015,209
Motown Throwdown 2015,Club,2015,210
Ok Corral 2015,Club,2015,211
Angel City Shootout 2015,Club,2015,212
Chesapeake Open 2015,Club,2015,213
Riverside Classic 2015,Club,2015,214
Heavyweights 2015,Club,2015,215
Ski Town Classic 2015,Club,2015,216
Cooler Classic 27,Club,2015,217
Nucci's Cup 2015,Club,2015,218
2015 Bro Flight Finale,Club,2015,219
Northeast Mixed 2015,Club,2015,220
Summer Glazed Daze 2015,Club,2015,221
Driftwood Huckfest 2015,Club,2015,222
Revolution 2015,Club,2015,223
MUDI 2015,Club,2015,224
Philly Invite XI,Club,2015,225
NC/VA Round Robin,Club,2015,226
Rocky Mountain State Games 2015,Club,2015,227
Northwest Mixed Cup 2015,Club,2015,228
White Mountain Mixed 2015,Club,2015,229
72 and Sunny 2015,Club,2015,230
Des Moines RR 2015,Club,2015,231
Kleinman Eruption 2015,Club,2015,232
YCC Mixed Showcase,Club,2015,233
HoDown XIX,Club,2015,234
Chowdafest 2015,Club,2015,235
Mixed Signals 2015,Club,2015,236
KoD Round Robbin',Club,2015,237
2015 Versailles Mixed Invitational,Club,2015,238
AZ Mixed Madness 2015,Club,2015,239
LI Round Robin 2015,Club,2015,240
Cackalacky Challenge 2015,Club,2015,241
Show Me State of Mind 2015,Club,2015,242
SCINNY 2015,Club,2015,243
Old Line Classic 2015,Club,2015,244
CT Women's Invite 2015,Club,2015,245
Small Batch vs. Molly Brown,Club,2015,246
Connecticut Women's Round Robin 2015,Club,2015,247
LA Invitational 2015,Club,2015,248
PNW Summer Classic 2015,Club,2015,249
USA Ultimate National Championships,Club,2016,250
Great Lakes Men's Regionals,Club,2016,251
Mid-Atlantic Men's Regionals,Club,2016,252
North Central Men's Regionals,Club,2016,253
Northeast Men's Regionals,Club,2016,254
Northwest Men's Regionals,Club,2016,255
South Central Men's Regionals,Club,2016,256
Southeast Men's Regionals,Club,2016,257
Southwest Men's Regionals,Club,2016,258
Great Lakes Mixed Regionals,Club,2016,259
Mid-Atlantic Mixed Regionals,Club,2016,260
North Central Mixed Regionals,Club,2016,261
Northeast Mixed Regionals,Club,2016,262
Northwest Mixed Regionals,Club,2016,263
South Central Mixed Regionals,Club,2016,264
Southeast Mixed Regionals,Club,2016,265
Southwest Mixed Regionals,Club,2016,266
Great Lakes Women's Regionals,Club,2016,267
Mid-Atlantic Women's Regionals,Club,2016,268
North Central Women's Regionals,Club,2016,269
Northeast Women's Regionals,Club,2016,270
Northwest Women's Regionals,Club,2016,271
South Central Women's Regionals,Club,2016,272
Southwest Women's Regionals,Club,2016,273
Central Plains Men's Sectionals,Club,2016,274
East Plains Men's Sectionals,Club,2016,275
Capital Men's Sectionals,Club,2016,276
Founders Men's Sectionals,Club,2016,277
Northwest Plains Men's Sectionals,Club,2016,278
West Plains Men's Sectionals,Club,2016,279
East New England Men's Sectionals,Club,2016,280
Metro New York Men's Sectionals,Club,2016,281
Upstate New York Men's Sectionals,Club,2016,282
West New England Men's Sectionals,Club,2016,283
Big Sky Men's Sectionals,Club,2016,284
Oregon Men's Sectionals,Club,2016,285
Washington Men's Sectionals,Club,2016,286
Ozarks Men's Sectionals,Club,2016,287
Rocky Mountain Men's Sectionals,Club,2016,288
Texas Men's Sectionals,Club,2016,289
East Coast Men's Sectionals,Club,2016,290
Florida Men's Sectionals,Club,2016,291
Gulf Coast Men's Sectionals,Club,2016,292
North Carolina Men's Sectionals,Club,2016,293
Nor Cal Men's Sectionals,Club,2016,294
So Cal Men's Sectionals,Club,2016,295
Central Plains Mixed Sectionals,Club,2016,296
East Plains Mixed Sectionals,Club,2016,297
Capital Mixed Sectionals,Club,2016,298
Founders Mixed Sectionals,Club,2016,299
Northwest Plains Mixed Sectionals,Club,2016,300
West Plains Mixed Sectionals,Club,2016,301
East New England Mixed Sectionals,Club,2016,302
Metro New York Mixed Sectionals,Club,2016,303
Upstate New York Mixed Sectionals,Club,2016,304
West New England Mixed Sectionals,Club,2016,305
Big Sky Mixed Sectionals,Club,2016,306
Oregon Mixed Sectionals,Club,2016,307
Washington Mixed Sectionals,Club,2016,308
Ozarks Mixed Sectionals,Club,2016,309
Rocky Mountain Mixed Sectionals,Club,2016,310
Texas Mixed Sectionals,Club,2016,311
East Coast Mixed Sectionals,Club,2016,312
Florida Mixed Sectionals,Club,2016,313
Gulf coast Mixed Sectionals,Club,2016,314
North Carolina Mixed Sectionals,Club,2016,315
Nor Cal Mixed Sectionals,Club,2016,316
So Cal Mixed Sectionals,Club,2016,317
Central Plains Women's Sectionals,Club,2016,318
East Plains Women's Sectionals,Club,2016,319
Capital Women's Sectionals,Club,2016,320
Founders Women's Sectionals,Club,2016,321
Northwest Plains Women's Sectionals,Club,2016,322
East New England Women's Sectionals,Club,2016,323
Metro New York Women's Sectionals,Club,2016,324
Upstate New York Women's Sectionals,Club,2016,325
West New England Women's Sectionals,Club,2016,326
Washington Women's Sectionals,Club,2016,327
Rocky Mountain Women's Sectionals,Club,2016,328
Texas Women's Sectionals,Club,2016,329
East Coast Women's Sectionals,Club,2016,330
Florida women's Sectionals,Club,2016,331
Gulf Coast Women's Sectionals,Club,2016,332
North Carolina Women's Sectionals,Club,2016,333
Nor Cal Women's Sectionals,Club,2016,334
So Cal Women's Sectionals,Club,2016,335
US Open Ultimate Championships,Club,2016,336
TCT Elite-Select Challenge 2016 (Oshadega Invite),Club,2016,337
TCT Pro-Elite Challenge 2016 (Colorado Cup),Club,2016,338
TCT Select Flight Invite 2016,Club,2016,339
TCT Pro Flight Finale 2016 (Cascadia Classic),Club,2016,340
ATL Classic 2016,Club,2016,341
Eugene Summer Solstice 2016,Club,2016,342
Fort Collins Summer Solstice 2016,Club,2016,343
Boston Invite 2016,Club,2016,344
Huckfest 2016,Club,2016,345
SCINNY 2016,Club,2016,346
Texas 2 Finger 2016,Club,2016,347
San Diego Slammer 2016,Club,2016,348
AntlerLock 2016,Club,2016,349
Mid-Summer Meltdown 2016,Club,2016,350
Ski Town Classic 2016,Club,2016,351
Stonewalled 2016,Club,2016,352
Swan Boat 2016,Club,2016,353
Club Terminus,Club,2016,354
Heavyweights 2016,Club,2016,355
MN Ultimate Disc Invitational 2016,Club,2016,356
Vacationland Tournament 2016 (Maine Ult.),Club,2016,357
PB&J 2016,Club,2016,358
Motown Throwdown 2016,Club,2016,359
CBR Memorial Tournament 2016,Club,2016,360
Philly Open 2016,Club,2016,361
PNW Hootenanny 2016,Club,2016,362
10th Annual Nucci's Cup,Club,2016,363
Chesapeake Open 2016,Club,2016,364
Hootie on the Hill 2016,Club,2016,365
Bro Flight Finale 2016,Club,2016,366
Cooler Classic 28,Club,2016,367
Summer Glazed Daze 2016,Club,2016,368
Idaho Round Robin 2016,Club,2016,369
Virginia Commonwealth Games 2016,Club,2016,370
Bourbon Bash 2016,Club,2016,371
Philly Invite 2016,Club,2016,372
The Chillout 2016 Club Tournament,Club,2016,373
Northwest Mixed Cup 2016,Club,2016,374
Revolution 2016,Club,2016,375
Mixed Signals 2016,Club,2016,376
Rocky Mountain State Games 2016,Club,2016,377
White Mountain Mixed 2016,Club,2016,378
HoDown XX 2016,Club,2016,379
Inaugural Coconino Classic 2016,Club,2016,380
Cackalacky Challenge 2016,Club,2016,381
Old Line Classic 2016,Club,2016,382
USA Ultimate National Championships,Club,2017,383
Great Lakes Men's Regional Championship 2017,Club,2017,384
North Central Men's Regional Championship 2017,Club,2017,385
Northeast Men's Regional Championship 2017,Club,2017,386
Northwest Men's Regional Championship 2017,Club,2017,387
South Central Men's Regional Championship 2017,Club,2017,388
Southeast Men's Regional Championship 2017,Club,2017,389
Southwest Men's Regional Club Championship 2017,Club,2017,390
Great Lakes Mixed Regional Championship 2017,Club,2017,391
Mid-Atlantic Mixed Regional Championship 2017,Club,2017,392
North Central Mixed Regional Championship 2017,Club,2017,393
Northeast Mixed Regional Championship 2017,Club,2017,394
Northwest Mixed Regional Championship 2017,Club,2017,395
South Central Mixed Regional Championship 2017,Club,2017,396
Southeast Mixed Regional Championship 2017,Club,2017,397
Southwest Mixed Regional Club Championship 2017,Club,2017,398
Great Lakes Women's Regional Championship 2017,Club,2017,399
Mid-Atlantic Women's Regional Championship 2017,Club,2017,400
North Central Women's Regional Championship 2017,Club,2017,401
Northeast Women's Regional Championship 2017,Club,2017,402
Northwest Women's Regional Championship 2017,Club,2017,403
South Central Women's Regional Championship 2017,Club,2017,404
Southeast Women's Regional Championship 2017,Club,2017,405
Southwest Women's Regional Club Championship 2017,Club,2017,406
2017 Central Plains Men's Sectionals,Club,2017,407
2017 East Plains Men's Sectionals,Club,2017,408
2017 Capital Men's Sectionals,Club,2017,409
2017 Founders Men's Sectionals,Club,2017,410
2017 Northwest Plains Men's Sectionals,Club,2017,411
2017 West Plains Men's Sectionals,Club,2017,412
2017 East New England Men's Sectionals,Club,2017,413
2017 Metro New York Men's Sectionals,Club,2017,414
2017 Upstate New York Men's Sectionals,Club,2017,415
2017 West New England Men's Sectionals,Club,2017,416
2017 Big Sky Men's Sectionals,Club,2017,417
2017 Oregon Men's Sectionals,Club,2017,418
2017 Washington Men's Sectionals,Club,2017,419
2017 Ozarks Men's Sectionals,Club,2017,420
2017 Rocky Mountain Men's Sectionals,Club,2017,421
2017 Texas Men's Sectionals,Club,2017,422
2017 East Coast Men's Sectionals,Club,2017,423
2017 Florida Men's Sectionals,Club,2017,424
2017 Gulf Coast Men's Sectionals,Club,2017,425
2017 North Carolina Men's Sectionals,Club,2017,426
2017 Nor Cal Men's Sectionals,Club,2017,427
2017 So Cal Men's Sectionals,Club,2017,428
2017 Central Plains Mixed Sectionals,Club,2017,429
2017 East Plains Mixed Sectionals,Club,2017,430
2017 Capital Mixed Sectionals,Club,2017,431
2017 Founders Mixed Sectionals,Club,2017,432
2017 Northwest Plains Mixed Sectionals,Club,2017,433
2017 West Plains Mixed Sectionals,Club,2017,434
2017 East New England Mixed Sectionals,Club,2017,435
2017 Metro New York Mixed Sectionals,Club,2017,436
2017 Upstate New York Mixed Sectionals,Club,2017,437
2017 West New England Mixed Sectionals,Club,2017,438
2017 Oregon Mixed Sectionals,Club,2017,439
2017 Washington Mixed Sectionals,Club,2017,440
2017 Ozarks Mixed Sectionals,Club,2017,441
2017 Rocky Mountain Mixed Sectionals,Club,2017,442
2017 Texas Mixed Sectionals,Club,2017,443
2017 East Coast Mixed Sectionals,Club,2017,444
2017 Florida Mixed Sectionals,Club,2017,445
2017 Gulf Coast Mixed Sectionals,Club,2017,446
2017 North Carolina Mixed Sectionals,Club,2017,447
2017 Nor Cal Mixed Sectionals,Club,2017,448
2017 So Cal Mixed Sectionals,Club,2017,449
2017 Central Plains Women's Sectionals,Club,2017,450
2017 East Plains Women's Sectionals,Club,2017,451
2017 Capital Women's Sectionals,Club,2017,452
2017 Founders Women's Sectionals,Club,2017,453
2017 Northwest Plains Women's Sectionals,Club,2017,454
2017 West Plains Women's Sectionals,Club,2017,455
2017 East New England Women's Sectionals,Club,2017,456
2017 Metro New York Women's Sectionals,Club,2017,457
2017 Upstate New York Women's Sectionals,Club,2017,458
2017 West New England Women's Sectionals,Club,2017,459
2017 Washington Women's Sectionals,Club,2017,460
2017 Rocky Mountain Women's Sectionals,Club,2017,461
2017 Texas Women's Sectionals,Club,2017,462
2017 Florida Women's Sectionals,Club,2017,463
2017 Gulf Coast Women's Sectionals,Club,2017,464
2017 North Carolina Women's Sectionals,Club,2017,465
2017 Nor Cal Women's Sectionals,Club,2017,466
2017 So Cal Women's Sectionals,Club,2017,467
2017 U.S. Open Club Championships,Club,2017,468
ATL Classic 2017,Club,2017,469
Fort Collins Summer Solstice 2017,Club,2017,470
Boston Invitational 2017,Club,2017,471
Eugene Summer Solstice #39,Club,2017,472
SCINNY 2017,Club,2017,473
Texas Two Finger 2017,Club,2017,474
Antlerlock 2017,Club,2017,475
Huckfest 2017,Club,2017,476
MoTown Throwdown 2017,Club,2017,477
Philadelphia Select Classic I,Club,2017,478
San Diego Slammer 2017,Club,2017,479
Swan Boat 2017,Club,2017,480
TCT Pro-Elite Challenge 2017,Club,2017,481
Club Terminus 2017,Club,2017,482
Heavyweights 2017,Club,2017,483
Stonewalled 2017,Club,2017,484
Vacationland 2017,Club,2017,485
PB&J 2017,Club,2017,486
TCT Select Flight Invite 2017,Club,2017,487
Philly Open 2017,Club,2017,488
Trestlemania 2017,Club,2017,489
Chesapeake Open 2017,Club,2017,490
Hootenanny 2017,Club,2017,491
Hootie on the Hill 2017,Club,2017,492
Nucci's Cup 2017,Club,2017,493
The Bropen 2017,Club,2017,494
Cooler Classic 29,Club,2017,495
Florida Warm Up Club 2017,Club,2017,496
2017 Rocket City Invite,Club,2017,497
Ski Town Classic 2017,Club,2017,498
TCT Elite-Select Challenge 2017,Club,2017,499
CBR Memorial 2017,Club,2017,500
CT Men's Round Robin 2017 Connecticut Ultimate,Club,2017,501
Indy Invite Club 2017,Club,2017,502
New York Invite 2017,Club,2017,503
TCT Pro Championships 2017 (formerly Pro Flight Finale),Club,2017,504
Rose City Rumble 2017,Club,2017,505
Summer Glazed Daze 2017,Club,2017,506
Mixed MUDI 2017 Minnesota Ultimate,Club,2017,507
Bourbon Bash Mixed 2017,Club,2017,508
Philly Invite 2017,Club,2017,509
Revolution 2017,Club,2017,510
Rocky Mountain State Games 2017,Club,2017,511
Virginia Commonwealth Games 2017,Club,2017,512
SoCal Mixed Cup 2017,Club,2017,513
White Mountain Mixed 2017,Club,2017,514
Coconino Classic 2017,Club,2017,515
HoDown XXI,Club,2017,516
Kleinman Eruption 2017,Club,2017,517
Michigan Mix Up 2017,Club,2017,518
Missoula Roundup 2017,Club,2017,519
Chowdafest 2017,Club,2017,520
Petey's Pirates Round Robin 2017,Club,2017,521
KC Mashup,Club,2017,522
Upstate NY Mixed Cup 2017,Club,2017,523
Sanctionals 2017,Club,2017,524
Cackalacky Challenge 2017,Club,2017,525
Old Line Classic 2017,Club,2017,526
USA Ultimate National Championships,Club,2018,527
Great Lakes Men's Regional Championship,Club,2018,528
Mid-Atlantic Men's Regional Championship,Club,2018,529
North Central Men's Regional Championship,Club,2018,530
Northeast Men's Regional Championship,Club,2018,531
Northwest Men's Regional Championship,Club,2018,532
South Central Men's Regional Championship,Club,2018,533
Southeast Men's Regional Championship,Club,2018,534
Southwest Men's Regional Championship,Club,2018,535
Great Lakes Mixed Regional Championship,Club,2018,536
Mid-Atlantic Mixed Regional Championship,Club,2018,537
North Central Mixed Regional Championship,Club,2018,538
Northeast Mixed Regional Championship,Club,2018,539
Northwest Mixed Regional Championship,Club,2018,540
South Central Mixed Regional Championship,Club,2018,541
Southeast Mixed Regional Championship,Club,2018,542
Southwest Mixed Regional Championship,Club,2018,543
Great Lakes Women's Regional Championship,Club,2018,544
Mid-Atlantic Women's Regional Championship,Club,2018,545
North Central Women's Regional Championship,Club,2018,546
Northeast Women's Regional Championship,Club,2018,547
Northwest Women's Regional Championship,Club,2018,548
South Central Women's Regional Championship,Club,2018,549
Southeast Women's Regional Championship,Club,2018,550
Southwest Women's Regional Championship,Club,2018,551
Central Plains Men's Sectional Championship,Club,2018,552
East Plains Men's Sectional Championship,Club,2018,553
Capital Men's Sectional Championship,Club,2018,554
Founders Men's Sectional Championship,Club,2018,555
Northwest Plains Men's Sectional Championship,Club,2018,556
West Plains Men's Sectional Championship,Club,2018,557
East New England Men's Sectional Championship,Club,2018,558
Metro New York Men's Sectional Championship,Club,2018,559
Upstate New York Men's Sectional Championship,Club,2018,560
West New England Men's Sectional Championship,Club,2018,561
Big Sky Men's Sectional Championship,Club,2018,562
Oregon Men's Sectional Championship,Club,2018,563
Washington Men's Sectional Championship,Club,2018,564
Ozarks Men's Sectional Championship,Club,2018,565
Rocky Mountain Men's Sectional Championship,Club,2018,566
Texas Men's Sectional Championship,Club,2018,567
East Coast Men's Sectional Championship,Club,2018,568
Florida Men's Sectional Championship,Club,2018,569
Gulf Coast Men's Sectional Championship,Club,2018,570
North Carolina Men's Sectional Championship,Club,2018,571
Nor Cal Men's Sectional Championship,Club,2018,572
So Cal Men's Sectional Championship,Club,2018,573
Central Plains Mixed Sectional Championship,Club,2018,574
East Plains Mixed Sectional Championship,Club,2018,575
Capital Mixed Sectional Championship,Club,2018,576
Founders Mixed Sectional Championship,Club,2018,577
Northwest Plains Mixed Sectional Championship,Club,2018,578
West Plains Mixed Sectional Championship,Club,2018,579
East New England Mixed Sectional Championship,Club,2018,580
Metro New York Mixed Sectional Championship,Club,2018,581
Upstate New York Mixed Sectional Championship,Club,2018,582
West New England Mixed Sectional Championship,Club,2018,583
Big Sky Mixed Sectional Championship,Club,2018,584
Oregon Mixed Sectional Championship,Club,2018,585
Washington Mixed Sectional Championship,Club,2018,586
Ozarks Mixed Sectional Championship,Club,2018,587
Rocky Mountain Mixed Sectional Championship,Club,2018,588
Texas Mixed Sectional Championship,Club,2018,589
East Coast Mixed Sectional Championship,Club,2018,590
Florida Mixed Sectional Championship,Club,2018,591
Gulf Coast Mixed Sectional Championship,Club,2018,592
North Carolina Mixed Sectional Championship,Club,2018,593
Nor Cal Mixed Sectional Championship,Club,2018,594
So Cal Mixed Sectional Championship,Club,2018,595
Central Plains Women's Sectional Championship,Club,2018,596
East Plains Women's Sectional Championship,Club,2018,597
Capital Women's Sectional Championship,Club,2018,598
Founders Women's Sectional Championship,Club,2018,599
Northwest Plains Women's Sectional Championship,Club,2018,600
East New England Women's Sectional Championship,Club,2018,601
Metro New York Women's Sectional Championship,Club,2018,602
Upstate New York Women's Sectional Championship,Club,2018,603
West New England Women's Sectional Championship,Club,2018,604
Washington Women's Sectional Championship,Club,2018,605
Rocky Mountain Women's Sectional Championship,Club,2018,606
Texas Women's Sectional Championship,Club,2018,607
East Coast Women's Sectional Championship,Club,2018,608
Florida Women's Sectional Championship,Club,2018,609
Gulf Coast Women's Sectional Championship,Club,2018,610
North Carolina Women's Sectional Championship,Club,2018,611
Nor Cal Women's Sectional Championship,Club,2018,612
So Cal Women's Sectional Championship,Club,2018,613
2018 U.S. Open Club Championships,Club,2018,614
ATL Classic 2018,Club,2018,615
Fort Collins Summer Solstice 2018,Club,2018,616
Boston Invite 2018,Club,2018,617
Eugene Summer Solstice #40,Club,2018,618
Spirit of the Plains 2018,Club,2018,619
Texas Two Finger 2018,Club,2018,620
Bay Area Ultimate Classic 2018,Club,2018,621
Amp Invite 2018,Club,2018,622
Colorado Mixed Round Robin (2018),Club,2018,623
Summer Glazed Daze 2018,Club,2018,624
New York Warm Up 2018 - Sanctioned Women's Event,Club,2018,625
Cackalacky Challenge 2018,Club,2018,626
SCINNY 2018,Club,2018,627
AntlerLock 2018,Club,2018,628
Huckfest 2018,Club,2018,629
Motown Throwdown 2018,Club,2018,630
